Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,48.2,43.8,52.7,43.8 - 52.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,41.1,39.3,42.9,39.3 - 42.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,44.8,43.4,46.3,43.4 - 46.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,35.9,35.1,36.8,35.1 - 36.8,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,36.6,32.4,41,32.4 - 41.0,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,29.7,28.1,31.3,28.1 - 31.3,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,32.5,31.4,33.6,31.4 - 33.6,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,21.5,20.9,22.2,20.9 - 22.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,43.2,39.3,47.1,39.3 - 47.1,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,34.9,33,36.7,33.0 - 36.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,40.7,39.6,41.8,39.6 - 41.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,31.3,30.5,32,30.5 - 32.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,49.6,45.7,53.5,45.7 - 53.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,41.1,39.3,42.9,39.3 - 42.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,46.4,45.2,47.6,45.2 - 47.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,2021-02-01,35.5,34.7,36.3,34.7 - 36.3,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,37,33.2,40.9,33.2 - 40.9,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,30.1,28.5,31.8,28.5 - 31.8,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,31,30,32,30.0 - 32.0,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,21.5,20.8,22.1,20.8 - 22.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,39.3,35,43.6,35.0 - 43.6,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,32.7,31,34.6,31.0 - 34.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,37.5,36.4,38.6,36.4 - 38.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,29.9,29.2,30.5,29.2 - 30.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,48.3,44.1,52.6,44.1 - 52.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,39,37.3,40.8,37.3 - 40.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,43.2,42.1,44.2,42.1 - 44.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,2021-02-15,33.9,33.2,34.6,33.2 - 34.6,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,35.1,31.5,38.7,31.5 - 38.7,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,30,28.3,31.7,28.3 - 31.7,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,31.6,30.4,32.8,30.4 - 32.8,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,20.6,19.8,21.4,19.8 - 21.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,39.2,35.8,42.6,35.8 - 42.6,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,33.4,31.8,35.1,31.8 - 35.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,37.4,36.1,38.7,36.1 - 38.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,28.2,27.3,29,27.3 - 29.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,46,42.8,49.4,42.8 - 49.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,39.7,37.7,41.7,37.7 - 41.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,43.5,42.2,44.7,42.2 - 44.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,2021-03-01,32.3,31.4,33.2,31.4 - 33.2,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,34.1,30.6,37.7,30.6 - 37.7,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,28,26.6,29.4,26.6 - 29.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,29.9,28.6,31.2,28.6 - 31.2,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,19.8,19.1,20.5,19.1 - 20.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,35.8,31.7,40,31.7 - 40.0,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,30.4,28.8,32.1,28.8 - 32.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,34.9,33.8,36,33.8 - 36.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,28,27.3,28.7,27.3 - 28.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,42,38.3,45.8,38.3 - 45.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,37.1,35.6,38.6,35.6 - 38.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,41.1,39.8,42.3,39.8 - 42.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,2021-03-15,31.7,30.9,32.5,30.9 - 32.5,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,32.7,28.4,37.2,28.4 - 37.2,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,25.2,23.4,27,23.4 - 27.0,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,29.2,28.2,30.2,28.2 - 30.2,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,18.2,17.5,19,17.5 - 19.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,38.2,33.9,42.7,33.9 - 42.7,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,29.7,27.8,31.6,27.8 - 31.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,33.6,32.5,34.7,32.5 - 34.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,25.4,24.6,26.2,24.6 - 26.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,42.8,38.3,47.3,38.3 - 47.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,34.9,33.1,36.8,33.1 - 36.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,39.7,38.6,40.8,38.6 - 40.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,2021-03-29,29.3,28.5,30.1,28.5 - 30.1,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,33.8,28.2,39.8,28.2 - 39.8,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,24.9,23.2,26.7,23.2 - 26.7,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,26.1,24.8,27.4,24.8 - 27.4,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,16.2,15.5,16.8,15.5 - 16.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,35.9,31,41.1,31.0 - 41.1,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,28.3,26.4,30.2,26.4 - 30.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,30.6,29.3,31.9,29.3 - 31.9,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,21.9,21.2,22.6,21.2 - 22.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Mar 30 - Apr 13, 2021",03/30/2021,2021-04-13,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,43.8,38.2,49.5,38.2 - 49.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,33.2,31.4,35,31.4 - 35.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,36,34.8,37.2,34.8 - 37.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,2021-04-26,25.7,24.9,26.5,24.9 - 26.5,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,32.1,27.6,36.9,27.6 - 36.9,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,22.7,21.1,24.4,21.1 - 24.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,25.8,24.9,26.7,24.9 - 26.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,15.5,14.8,16.3,14.8 - 16.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,34.5,29.8,39.5,29.8 - 39.5,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,25.9,24.4,27.5,24.4 - 27.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,30.6,29.6,31.7,29.6 - 31.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,21.6,20.8,22.4,20.8 - 22.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,40.5,35.7,45.5,35.7 - 45.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,30.3,28.7,31.9,28.7 - 31.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,35.6,34.6,36.5,34.6 - 36.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,2021-05-10,24.7,23.8,25.6,23.8 - 25.6,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,29,25,33.3,25.0 - 33.3,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,23.7,22.2,25.3,22.2 - 25.3,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,24.5,23.7,25.4,23.7 - 25.4,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,15.2,14.6,15.8,14.6 - 15.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,32.3,28.6,36.3,28.6 - 36.3,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,26.6,25.1,28,25.1 - 28.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,28.7,27.8,29.7,27.8 - 29.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,20.8,20.1,21.4,20.1 - 21.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,36.8,32.5,41.4,32.5 - 41.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,31.7,30,33.4,30.0 - 33.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,33.8,32.8,34.7,32.8 - 34.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,30,"May 12 - May 24, 2021",05/12/2021,2021-05-24,23.9,23.2,24.6,23.2 - 24.6,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,28.5,24.8,32.5,24.8 - 32.5,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,23.7,22.2,25.3,22.2 - 25.3,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,23.6,22.5,24.7,22.5 - 24.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,14.5,13.9,15.1,13.9 - 15.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,34.2,30.3,38.2,30.3 - 38.2,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,26.4,24.8,28.1,24.8 - 28.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,28.4,27.4,29.4,27.4 - 29.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,20.2,19.5,20.9,19.5 - 20.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,37.8,33.9,41.8,33.9 - 41.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,31.7,30.1,33.4,30.1 - 33.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,32.9,31.9,33.9,31.9 - 33.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,2021-06-07,23.2,22.5,23.9,22.5 - 23.9,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,26.2,22.4,30.4,22.4 - 30.4,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,25,23.2,26.9,23.2 - 26.9,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,25.2,24.2,26.3,24.2 - 26.3,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,14.2,13.5,15,13.5 - 15.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,29.1,24.7,33.8,24.7 - 33.8,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,28.7,27,30.5,27.0 - 30.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,29.4,28.1,30.7,28.1 - 30.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,20.2,19.4,21,19.4 - 21.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,35.4,30.7,40.5,30.7 - 40.5,NA
