Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,28.6,25.9,31.3,25.9 - 31.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,22.7,21.9,23.5,21.9 - 23.5,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,28.3,25.7,31,25.7 - 31.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,18.9,16.1,21.9,16.1 - 21.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,37.2,33.9,40.5,33.9 - 40.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,35.4,32.6,38.3,32.6 - 38.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,26.4,25.6,27.3,25.6 - 27.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,33.5,30.6,36.5,30.6 - 36.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,23.2,20,26.6,20.0 - 26.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,42.3,38.8,45.9,38.8 - 45.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,26.8,24.2,29.5,24.2 - 29.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,20.5,19.7,21.2,19.7 - 21.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,24.6,22.3,27,22.3 - 27.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,18,15.6,20.7,15.6 - 20.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,30.7,26.9,34.8,26.9 - 34.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,32,29.2,34.9,29.2 - 34.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,25.2,24.3,26.1,24.3 - 26.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,30.1,27.5,32.9,27.5 - 32.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,20,17.3,23,17.3 - 23.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,38.2,34.2,42.3,34.2 - 42.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,37.4,34.9,40,34.9 - 40.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,29.2,28.3,30.2,28.3 - 30.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,34.6,32,37.4,32.0 - 37.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,24.2,21.5,27.1,21.5 - 27.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,41.3,37.2,45.5,37.2 - 45.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,25.3,22.7,28.1,22.7 - 28.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,20,19.2,20.7,19.2 - 20.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,23,21,25.2,21.0 - 25.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,15.7,13.4,18.2,13.4 - 18.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,32.1,27.6,36.9,27.6 - 36.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,31.7,28.9,34.5,28.9 - 34.5,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,25.4,24.7,26.1,24.7 - 26.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,27.7,25.5,30,25.5 - 30.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,16.9,15,18.9,15.0 - 18.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,35.8,32.8,38.8,32.8 - 38.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,36.7,33.9,39.5,33.9 - 39.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,29.3,28.5,30.1,28.5 - 30.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,32.8,30.6,35.2,30.6 - 35.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,21.7,19.3,24.2,19.3 - 24.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,41.3,37.1,45.7,37.1 - 45.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,25.4,23.3,27.6,23.3 - 27.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,21.6,20.9,22.4,20.9 - 22.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,24.8,23,26.7,23.0 - 26.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,16.2,13.7,18.8,13.7 - 18.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,29.5,25.9,33.3,25.9 - 33.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,29.8,27.4,32.3,27.4 - 32.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,27.5,26.8,28.2,26.8 - 28.2,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,28.5,26.3,30.9,26.3 - 30.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,18.5,16.3,20.9,16.3 - 20.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,35.1,31.9,38.4,31.9 - 38.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,35.2,32.9,37.6,32.9 - 37.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,31.3,30.6,32.2,30.6 - 32.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,33.4,31.2,35.6,31.2 - 35.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,24.2,21.5,27.1,21.5 - 27.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,39.9,36.2,43.7,36.2 - 43.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,27.9,25.2,30.7,25.2 - 30.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,21.2,20.5,22,20.5 - 22.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,21.9,19.3,24.6,19.3 - 24.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,17.1,14.4,20.1,14.4 - 20.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,29.6,26.3,33,26.3 - 33.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,30.5,28.3,32.8,28.3 - 32.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,28.1,27.3,29,27.3 - 29.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,25.6,23.1,28.2,23.1 - 28.2,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,20.5,17.4,23.9,17.4 - 23.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,35.4,31.9,39.1,31.9 - 39.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,35.7,33.1,38.4,33.1 - 38.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,31.6,30.7,32.5,30.7 - 32.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,31.1,28.3,33.9,28.3 - 33.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,25,21.7,28.4,21.7 - 28.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,39.5,36.1,43,36.1 - 43.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,26.8,24.4,29.2,24.4 - 29.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,20.6,19.7,21.4,19.7 - 21.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,26.4,23.7,29.2,23.7 - 29.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,15.8,13.4,18.5,13.4 - 18.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,32.5,28.5,36.8,28.5 - 36.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,32.1,29.8,34.5,29.8 - 34.5,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,26.6,25.8,27.4,25.8 - 27.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,29.1,26.5,31.8,26.5 - 31.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,20.2,17.4,23.3,17.4 - 23.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,39.2,35.8,42.6,35.8 - 42.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,36.5,34.2,39,34.2 - 39.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,30.6,29.6,31.5,29.6 - 31.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,34.8,31.9,37.7,31.9 - 37.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,23.5,20.4,26.7,20.4 - 26.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,47.4,43.2,51.6,43.2 - 51.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,24.5,22,27.2,22.0 - 27.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,20.8,20.1,21.5,20.1 - 21.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,22.7,19.9,25.7,19.9 - 25.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,16.1,13.3,19.3,13.3 - 19.3,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,33.8,29.8,38,29.8 - 38.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,30.4,27.8,33.1,27.8 - 33.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,26.8,26.1,27.6,26.1 - 27.6,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,26.2,23.6,28.8,23.6 - 28.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,19.2,15.8,23,15.8 - 23.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,35.5,31.6,39.6,31.6 - 39.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,35.1,32.5,37.7,32.5 - 37.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,30.4,29.7,31.1,29.7 - 31.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,32.4,29.4,35.4,29.4 - 35.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,24.2,20.6,28,20.6 - 28.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,44,40.1,47.9,40.1 - 47.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,22.7,20.4,25.1,20.4 - 25.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,20.8,20,21.5,20.0 - 21.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,22,19.6,24.7,19.6 - 24.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,18.5,15.8,21.5,15.8 - 21.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,30.4,27.1,33.9,27.1 - 33.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,27.6,25.3,30,25.3 - 30.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,26.1,25.3,26.9,25.3 - 26.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,26.7,24.2,29.3,24.2 - 29.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,20.3,17.2,23.8,17.2 - 23.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,37.3,33.5,41.1,33.5 - 41.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,32.6,29.7,35.6,29.7 - 35.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,30,29.2,30.9,29.2 - 30.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,30.7,28.1,33.3,28.1 - 33.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,26.1,23,29.3,23.0 - 29.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,41.7,38,45.6,38.0 - 45.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,25.3,23.2,27.4,23.2 - 27.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,21.6,20.9,22.3,20.9 - 22.3,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,26,23.7,28.5,23.7 - 28.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,18.4,15.7,21.3,15.7 - 21.3,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,30.5,27.7,33.5,27.7 - 33.5,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,30.6,28.7,32.6,28.7 - 32.6,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,27.2,26.4,27.9,26.4 - 27.9,NA
